_gold_cui_rank,_gold_cui_score,_gold_name,_text,accuracy,max_accuracy,max_mrr,mrr,~pred_cuis_1.0,~pred_cuis_10.0,~pred_cuis_2.0,~pred_cuis_3.0,~pred_cuis_4.0,~pred_cuis_5.0,~pred_cuis_6.0,~pred_cuis_7.0,~pred_cuis_8.0,~pred_cuis_9.0,~~comm,~~mention_uuid,cos_dist,sentence,cos_rank
1.0,0.9674815535545348,"Pneumonia, NOS",pneumonia,1.0,1.0,1.0,1.0,"C0032285=Pneumonia, NOS (0.97)","C0008350=Cholelithiasis, NOS (-0.51)","C0032326=Pneumothorax, NOS (0.50)",C0339918=Pneumonia or influenza NOS (-0.10),C0032290=Aspiration pneumonia (-0.15),"C0021311=Infection, NOS (-0.17)","C0021308=Infarction, NOS (-0.43)","C0006285=Bronchopneumonia, NOS (-0.48)","C0032273=Pneumoconiosis, NOS (-0.50)",C0339949=Nocardial pneumonia (-0.51),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8190fa,0.11967564665046371,"The bradycardia and hypotension was felt to be due to IV lopressor effect, , and possibly due to pneumonia and sepsis. .",44287.0
14.0,-0.5449069738388062,"Hypercapnia, NOS",hypercapnea,0.0,0.0,0.07142857142857142,0.07142857142857142,C0020437=Hypercalcaemia (0.01),C0878544=Cardiomyopathy (-0.47),"C0002871=Anaemia, NOS (-0.00)","C0086439=Hypokinesia, NOS (-0.10)","C0032285=Pneumonia, NOS (-0.21)","C0020488=Hypernatremia, NOS (-0.28)","C0020452=Hyperaemia, NOS (-0.28)","C0013404=Dyspnea, NOS (-0.34)","C0020564=Hypertrophy, NOS (-0.41)","C0020443=Hypercholesterolemia, NOS (-0.44)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8190fc,0.09590895945464141,"- [* ** *0 03- -2 28* ** *] ], , and his mental status then resolved after treating his hypercapnea and pneumonia. .",59816.0
1.0,0.8717687726020813,"Pneumonia, NOS",pneumonia,1.0,1.0,1.0,1.0,"C0032285=Pneumonia, NOS (0.87)","C0032273=Pneumoconiosis, NOS (-0.77)","C0032326=Pneumothorax, NOS (-0.21)",C0032290=Aspiration pneumonia (-0.47),"C1761609=Aspiration pneumonitis, NOS (-0.64)","C0021308=Infarction, NOS (-0.68)",C0339918=Pneumonia or influenza NOS (-0.70),"C0008350=Cholelithiasis, NOS (-0.70)","C0021311=Infection, NOS (-0.73)","C0004144=Atelectasis, NOS (-0.76)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8190fd,0.06588399527653407,"- [* ** *0 03- -2 28* ** *] ], , and his mental status then resolved after treating his hypercapnea and pneumonia. .",46764.0
376.0,-0.8754637241363525,Pneumonia due to Staphylococcus aureus,staph aureus pneumonia,0.0,0.0,0.0026595744680851068,0.0026595744680851068,C0949083=Nosocomial pneumonia (-0.17),C0019693=HIV infection (-0.56),C0339975=Herpes simplex pneumonia (-0.38),"C0043252=Gunshot wound, NOS (-0.42)",C2364009=Pneumococcal lobar pneumonia (-0.48),C0343782=Leishmanial pneumonia (-0.51),C0032290=Aspiration pneumonia (-0.51),C0024117=Chronic obstructive airway disease (-0.54),C1701940=Ventilator-associated pneumonia (-0.54),C0011854=Insulin dependent diabetes mellitus (-0.55),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8190fe,0.6150043700846091,"He was continued on a course of levaquin for staph aureus pneumonia, , and his mental status remained stable. .",85725.0
4.0,0.7040992975234985,"Infarction, NOS",infarct,0.0,0.0,0.25,0.25,C0027051=Myocardial infarction (0.96),C0264700=Acute inferior myocardial infarction (0.36),C0340293=Anterior myocardial infarction NOS (0.79),C0333547=Multiple infarcts (0.71),"C0021308=Infarction, NOS (0.70)","C0155626=Acute myocardial infarction, NOS (0.69)",C0333560=Evolving infarct (0.68),C0236073=Cerebellar infarction (0.67),C0340312=Lateral myocardial infarction NOS (0.67),C0333557=Watershed infarct (0.57),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819101,0.10369912605178272,"A CT head with motion artifact showed no apparent hemorrhage, , mass, , edema, , and no obvious infarct except for a chronic appearing infarct in the L caudate head. .",91340.0
1.0,0.973946452140808,Accident - cerebrovascular,stroke,1.0,1.0,1.0,1.0,C0038454=Accident - cerebrovascular (0.97),"C0085616=Vasospasm, NOS (-0.59)",C0451672=Cerebellar stroke syndrome (0.56),C0265108=Impending cerebrovascular accident (0.12),C0038525=Subarachnoid hemorrhage (-0.40),C0547004=Intermenstrual bleeding - regular (-0.45),C1546348=Intracerebral hemorrhage (& [cerebrovascular accident due to]) (-0.46),C1531624=Cardioembolic stroke (-0.55),C0586324=Right sided cerebral hemisphere cerebrovascular accident (-0.57),C0270685=Cerebral calcification (-0.58),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819102,0.11068191901105076,"In fact, , there was sufficient doubt as to whether or not he actually had a stroke on presentation since no evidence of a stroke was ever found. .",64416.0
1.0,0.973946452140808,Accident - cerebrovascular,stroke,1.0,1.0,1.0,1.0,C0038454=Accident - cerebrovascular (0.97),"C0085616=Vasospasm, NOS (-0.59)",C0451672=Cerebellar stroke syndrome (0.56),C0265108=Impending cerebrovascular accident (0.12),C0038525=Subarachnoid hemorrhage (-0.40),C0547004=Intermenstrual bleeding - regular (-0.45),C1546348=Intracerebral hemorrhage (& [cerebrovascular accident due to]) (-0.46),C1531624=Cardioembolic stroke (-0.55),C0586324=Right sided cerebral hemisphere cerebrovascular accident (-0.57),C0270685=Cerebral calcification (-0.58),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819103,0.0647170225465438,"In fact, , there was sufficient doubt as to whether or not he actually had a stroke on presentation since no evidence of a stroke was ever found. .",128521.0
1.0,0.9761936068534852,Respiratory failure,respiratory failure,1.0,1.0,1.0,1.0,C1145670=Respiratory failure (0.98),C0422847=Postural seizure (-0.34),C0036572=Seizure (0.44),"C0013404=Dyspnea, NOS (0.41)",C0231176=Acute failure (0.22),"C0029944=Overdose, NOS (0.01)","C0030193=Pain, NOS (-0.18)",C0085605=Liver failure (-0.25),C0231874=Inspiratory wheezing (-0.32),"C0039070=Syncope, NOS (-0.34)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819105,0.523482460725901,His mental status changes may have been due to sepsis and respiratory failure - toxic/ /m metabolic etiologies. .,43747.0
1.0,0.8866032958030701,"Pneumonia, NOS",penumonia,1.0,1.0,1.0,1.0,"C0032285=Pneumonia, NOS (0.89)","C0039070=Syncope, NOS (-0.10)","C0021311=Infection, NOS (0.44)","C0023518=Leucocytosis, NOS (0.28)","C0032273=Pneumoconiosis, NOS (0.12)","C0032326=Pneumothorax, NOS (0.02)","C0006285=Bronchopneumonia, NOS (0.01)",C0032290=Aspiration pneumonia (-0.03),"C0010200=Cough, NOS (-0.04)","C0008350=Cholelithiasis, NOS (-0.06)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819108,0.05173269932181561,"He completed a course of Levaquin for his penumonia, , and he was afebrile. .",114371.0
4.0,0.7040992975234985,"Infarction, NOS",infarct,0.0,0.0,0.25,0.25,C0027051=Myocardial infarction (0.96),C0264700=Acute inferior myocardial infarction (0.36),C0340293=Anterior myocardial infarction NOS (0.79),C0333547=Multiple infarcts (0.71),"C0021308=Infarction, NOS (0.70)","C0155626=Acute myocardial infarction, NOS (0.69)",C0333560=Evolving infarct (0.68),C0236073=Cerebellar infarction (0.67),C0340312=Lateral myocardial infarction NOS (0.67),C0333557=Watershed infarct (0.57),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81910a,0.07469878700358368,"A CT head with motion artifact showed no apparent hemorrhage, , mass, , edema, , and no obvious infarct except for a chronic appearing infarct in the L caudate head. .",126429.5
1.0,0.942901372909546,"Pain, NOS",pain,1.0,1.0,1.0,1.0,"C0030193=Pain, NOS (0.94)",C0016199=Flank pain (-0.50),"C0018681=Headache, NOS (0.21)",C0000737=Abdominal pain (-0.09),"C0013404=Dyspnea, NOS (-0.21)","C0010200=Cough, NOS (-0.21)",C0008031=Chest pain (-0.31),"C0042963=Vomiting, NOS (-0.34)","C0023518=Leucocytosis, NOS (-0.45)","C0239377=Arm pain, NOS (-0.48)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81910c,0.1078171284250664,as needed for fever or pain: :,108998.0
1.0,0.973946452140808,Accident - cerebrovascular,stroke,1.0,1.0,1.0,1.0,C0038454=Accident - cerebrovascular (0.97),"C0085616=Vasospasm, NOS (-0.59)",C0451672=Cerebellar stroke syndrome (0.56),C0265108=Impending cerebrovascular accident (0.12),C0038525=Subarachnoid hemorrhage (-0.40),C0547004=Intermenstrual bleeding - regular (-0.45),C1546348=Intracerebral hemorrhage (& [cerebrovascular accident due to]) (-0.46),C1531624=Cardioembolic stroke (-0.55),C0586324=Right sided cerebral hemisphere cerebrovascular accident (-0.57),C0270685=Cerebral calcification (-0.58),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81910d,0.10619049958919519,stroke respiratory failure aspiration pneumonia hypertension Discharge Condition: :,72482.0
1.0,0.9761936068534852,Respiratory failure,respiratory failure,1.0,1.0,1.0,1.0,C1145670=Respiratory failure (0.98),C0422847=Postural seizure (-0.34),C0036572=Seizure (0.44),"C0013404=Dyspnea, NOS (0.41)",C0231176=Acute failure (0.22),"C0029944=Overdose, NOS (0.01)","C0030193=Pain, NOS (-0.18)",C0085605=Liver failure (-0.25),C0231874=Inspiratory wheezing (-0.32),"C0039070=Syncope, NOS (-0.34)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81910e,0.5019238997431777,stroke respiratory failure aspiration pneumonia hypertension Discharge Condition: :,67735.0
1.0,0.982169270515442,Aspiration pneumonia,aspiration pneumonia,1.0,1.0,1.0,1.0,C0032290=Aspiration pneumonia (0.98),C0339955=Actinomycotic pneumonia (-0.36),"C1761609=Aspiration pneumonitis, NOS (0.86)","C0700198=Pulmonary aspiration, NOS (0.85)","C0032285=Pneumonia, NOS (0.74)",C2585749=Postoperative aspiration pneumonia (0.35),C0206061=Interstitial pneumonia (0.18),C0949083=Nosocomial pneumonia (-0.12),C0747651=Recurrent aspiration pneumonia (-0.20),"C0023890=Cirrhosis of liver, NOS (-0.22)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81910f,0.471903463020085,stroke respiratory failure aspiration pneumonia hypertension Discharge Condition: :,88136.0
1.0,0.9624660611152648,"Hypertensive disease, NOS",hypertension,1.0,1.0,1.0,1.0,"C0020538=Hypertensive disease, NOS (0.96)",C0264653=Hypertensive renal failure (-0.28),C0520539=Hypertensive episode (0.64),C0020546=Hypertensive crisis (0.48),C0151620=Hypertensive encephalopathy (0.34),C0152132=Hypertensive retinopathy (-0.00),C0520540=Rebound hypertension (-0.02),C0221155=Systolic hypertension (-0.02),C0018036=Goldblatt hypertension (-0.12),"C0340274=Pregnancy-induced hypertension, NOS (-0.27)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819110,0.11198109459594222,stroke respiratory failure aspiration pneumonia hypertension Discharge Condition: :,126583.0
1.0,0.9293766021728516,"Headache, NOS",HA,1.0,1.0,1.0,1.0,"C0018681=Headache, NOS (0.93)",C0013604=Edema NOS (-0.07),C0019080=Haemorrhage (0.86),C0233762=Auditory hallucinations (0.74),"C0030193=Pain, NOS (0.52)",C0520698=Dhat (0.47),"C0013404=Dyspnea, NOS (0.41)",C0027497=Nausea NOS (0.23),"C0039070=Syncope, NOS (0.22)","C0013390=Dysmenorrhea, NOS (0.08)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819111,0.012743947618018725,"Additionally, , pt denied HA, , diplopia, , blurry vision, , tinnitus, , vertigo, , dysphagia, , dysarthria, , incoordination, , focal weakness/ /n numbness. .",22650.0
1.0,0.6199672222137451,"Blurred vision, NOS",blurry vision,1.0,1.0,1.0,1.0,"C0344232=Blurred vision, NOS (0.62)","C0332803=Surgical wound, NOS (-0.29)","C0004936=Mental disorder, NOS (-0.09)","C1260873=Aortic valve disorder, NOS (-0.13)","C0042790=Disorder of vision, NOS (-0.16)","C0029944=Overdose, NOS (-0.18)",C0547004=Intermenstrual bleeding - regular (-0.19),C0032227=Pleural effusion (disorder) (-0.26),"C0043252=Gunshot wound, NOS (-0.29)","C0233407=Disorientation, NOS (-0.29)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819113,0.5185721248602237,"Additionally, , pt denied HA, , diplopia, , blurry vision, , tinnitus, , vertigo, , dysphagia, , dysarthria, , incoordination, , focal weakness/ /n numbness. .",75398.0
8.0,0.2816240191459656,"Vertigo, NOS",vertigo,0.0,0.0,0.125,0.125,"C0039070=Syncope, NOS (0.76)","C0023518=Leucocytosis, NOS (0.25)","C0233407=Disorientation, NOS (0.62)","C0018681=Headache, NOS (0.59)","C0042963=Vomiting, NOS (0.56)",C0019080=Haemorrhage (0.42),"C0030193=Pain, NOS (0.40)","C0002871=Anaemia, NOS (0.30)","C0042571=Vertigo, NOS (0.28)","C1457887=Symptom, NOS (0.28)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819115,0.13773320051361254,"Additionally, , pt denied HA, , diplopia, , blurry vision, , tinnitus, , vertigo, , dysphagia, , dysarthria, , incoordination, , focal weakness/ /n numbness. .",24407.0
1.0,0.7538056373596191,"Abnormal coordination, NOS",incoordination,1.0,1.0,1.0,1.0,"C0520966=Abnormal coordination, NOS (0.75)","C0009566=Complication, NOS (0.01)",C1443081=Decreased coordination (0.47),"C0039070=Syncope, NOS (0.47)","C0042963=Vomiting, NOS (0.30)","C0010200=Cough, NOS (0.29)","C0018524=Hallucination, NOS (0.28)","C0021167=Incontinence, NOS (0.23)",C0427183=Incoordination symptom (0.11),"C1457887=Symptom, NOS (0.05)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819117,0.08938964823428239,"Additionally, , pt denied HA, , diplopia, , blurry vision, , tinnitus, , vertigo, , dysphagia, , dysarthria, , incoordination, , focal weakness/ /n numbness. .",52400.0
1.0,0.99520343542099,Chill,chills,1.0,1.0,1.0,1.0,C0085593=Chill (1.00),"C0012813=Diverticulitis, NOS (-0.95)",C0008058=Chilblain (-0.73),"C0008350=Cholelithiasis, NOS (-0.90)","C0008325=Cholecystitis, NOS (-0.90)","C0006271=Bronchiolitis, NOS (-0.91)","C0009319=Colitis, NOS (-0.92)","C0030305=Pancreatitis, NOS (-0.93)","C0006277=Bronchitis, NOS (-0.94)","C0006267=Bronchiectasis, NOS (-0.94)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81911b,0.08987165029204275,"No fever or chills, , weight loss, , SOB, , chest pain or pressure, , palpitations, , nausea, , vomitting, , abdominal pain, , constipation, , diarrhea, , muscle aches, , joint pains, , rash or dysuria. .",113893.0
1.0,0.6321184635162354,"Dyspnea, NOS",SOB,1.0,1.0,1.0,1.0,"C0013404=Dyspnea, NOS (0.63)",C0085271=Self-injurious behavior (-0.43),"C0039070=Syncope, NOS (0.30)","C0018681=Headache, NOS (-0.12)",C0038525=Subarachnoid hemorrhage (-0.29),C0233762=Auditory hallucinations (-0.32),"C0029944=Overdose, NOS (-0.34)",C0003811=Cardiac arrhythmia (-0.35),"C1527344=Dysphonia, NOS (-0.36)",C0547004=Intermenstrual bleeding - regular (-0.40),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81911d,0.060144657995703156,"No fever or chills, , weight loss, , SOB, , chest pain or pressure, , palpitations, , nausea, , vomitting, , abdominal pain, , constipation, , diarrhea, , muscle aches, , joint pains, , rash or dysuria. .",123111.0
1.0,0.9618287086486816,Chest pain,chest pain,1.0,1.0,1.0,1.0,C0008031=Chest pain (0.96),C0238656=Ankle pain (-0.63),C0000737=Abdominal pain (0.44),C0239783=Inguinal pain (-0.02),C0016199=Flank pain (-0.24),C0004604=Back pain (-0.40),C0232493=Epigastric pain (-0.41),C0037011=Shoulder pain (-0.41),C0007859=Neck pain (-0.50),C0241374=Thigh pain (-0.52),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81911e,0.497689062559781,"No fever or chills, , weight loss, , SOB, , chest pain or pressure, , palpitations, , nausea, , vomitting, , abdominal pain, , constipation, , diarrhea, , muscle aches, , joint pains, , rash or dysuria. .",82462.0
2.0,0.7069485187530518,Pressure in chest,chest ... pressure,0.0,0.0,0.5,0.5,C0008031=Chest pain (0.72),C0231859=Harsh breath sounds (-0.06),C0438716=Pressure in chest (0.71),"C0013404=Dyspnea, NOS (0.52)","C0344232=Blurred vision, NOS (0.15)","C0043252=Gunshot wound, NOS (0.12)",C0577988=Chest sinus (0.08),C1320796=High airway pressure (0.02),"C0000925=Incised wound, NOS (0.00)","C0332803=Surgical wound, NOS (-0.00)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81911f,0.539812370770322,"No fever or chills, , weight loss, , SOB, , chest pain or pressure, , palpitations, , nausea, , vomitting, , abdominal pain, , constipation, , diarrhea, , muscle aches, , joint pains, , rash or dysuria. .",31766.0
1.0,0.5483496189117432,Nausea NOS,nausea,1.0,1.0,1.0,1.0,C0027497=Nausea NOS (0.55),"C0042963=Vomiting, NOS (-0.97)","C0013404=Dyspnea, NOS (-0.92)","C0018681=Headache, NOS (-0.92)","C0013428=Dysuria, NOS (-0.92)","C0011991=Diarrhea, NOS (-0.95)","C0233407=Disorientation, NOS (-0.95)",C0019080=Haemorrhage (-0.96),"C0428977=Bradycardia, NOS (-0.97)","C0004096=Asthma, NOS (-0.97)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819121,0.11087284878133924,"No fever or chills, , weight loss, , SOB, , chest pain or pressure, , palpitations, , nausea, , vomitting, , abdominal pain, , constipation, , diarrhea, , muscle aches, , joint pains, , rash or dysuria. .",14332.0
1.0,0.9498870372772216,"Vomiting, NOS",vomitting,1.0,1.0,1.0,1.0,"C0042963=Vomiting, NOS (0.95)","C0039070=Syncope, NOS (-0.54)",C0558175=Vomiting food (0.10),C0401157=Intermittent vomiting (0.10),C0085623=Akinesia (-0.19),"C0010200=Cough, NOS (-0.33)","C0233407=Disorientation, NOS (-0.43)","C0042965=Vomitus, NOS (-0.53)",C0152165=Persistent vomiting NOS (-0.54),"C0042950=Volition, NOS (-0.54)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819122,0.1215015305622752,"No fever or chills, , weight loss, , SOB, , chest pain or pressure, , palpitations, , nausea, , vomitting, , abdominal pain, , constipation, , diarrhea, , muscle aches, , joint pains, , rash or dysuria. .",19862.0
1.0,0.9759557247161864,Abdominal pain,abdominal pain,1.0,1.0,1.0,1.0,C0000737=Abdominal pain (0.98),C0232289=Radiating chest pain (-0.15),C0008031=Chest pain (0.87),C0232498=Abdominal tenderness (0.70),C0232495=Lower abdominal pain (0.70),C0239783=Inguinal pain (0.47),C0476289=Abdominal wind pain (0.42),C0232493=Epigastric pain (0.29),C0581869=Abdominal wall pain (-0.05),C0234242=Pain and tenderness (-0.12),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819123,0.514068897991364,"No fever or chills, , weight loss, , SOB, , chest pain or pressure, , palpitations, , nausea, , vomitting, , abdominal pain, , constipation, , diarrhea, , muscle aches, , joint pains, , rash or dysuria. .",80277.0
1.0,0.8103916049003601,"Diarrhea, NOS",diarrhea,1.0,1.0,1.0,1.0,"C0011991=Diarrhea, NOS (0.81)","C0013428=Dysuria, NOS (-0.30)",C0027497=Nausea NOS (0.17),"C0018681=Headache, NOS (0.02)","C0042963=Vomiting, NOS (-0.01)","C0233407=Disorientation, NOS (-0.10)","C0010200=Cough, NOS (-0.12)","C0013390=Dysmenorrhea, NOS (-0.16)","C1258215=Ileus, NOS (-0.26)","C0013404=Dyspnea, NOS (-0.29)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/10644-007491-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819125,0.08541411983592656,"No fever or chills, , weight loss, , SOB, , chest pain or pressure, , palpitations, , nausea, , vomitting, , abdominal pain, , constipation, , diarrhea, , muscle aches, , joint pains, , rash or dysuria. .",22228.0
